AREA_TITLE,OCC_TITLE,O_GROUP,A_MEDIAN,A_PCT10,A_PCT25,A_PCT75,A_PCT90,A_MEAN
Pennsylvania,"Entertainment Attendants and Related Workers, All Other",detailed,34820,27840,30360,35540,37810,34510
Pennsylvania,Embalmers,detailed,69950,41250,53990,71100,72060,63310
Pennsylvania,Crematory Operators,detailed,47980,34520,43040,49720,57190,48520
Pennsylvania,Funeral Attendants,detailed,36300,31280,34490,44870,48870,39150
Pennsylvania,"Morticians, Undertakers, and Funeral Arrangers",detailed,63580,46570,52420,77520,92830,66810
Pennsylvania,Barbers,detailed,36920,30410,31490,39030,46700,37630
Pennsylvania,"Hairdressers, Hairstylists, and Cosmetologists",detailed,36790,23700,29050,55360,68750,43000
Pennsylvania,Manicurists and Pedicurists,detailed,27990,20520,21510,33180,43890,29550
Pennsylvania,Shampooers,detailed,26130,19690,21520,31230,34000,26880
Pennsylvania,Skincare Specialists,detailed,43620,22870,26780,58970,69820,46270
Pennsylvania,Baggage Porters and Bellhops,detailed,34270,22390,28830,39450,44610,34570
Pennsylvania,Concierges,detailed,39560,32150,35130,44720,46110,39930
Pennsylvania,Tour and Travel Guides,detailed,32910,23390,27860,44430,53540,36500
Pennsylvania,Childcare Workers,detailed,30140,22710,27040,35970,39290,31510
Pennsylvania,Exercise Trainers and Group Fitness Instructors,detailed,45250,27780,33030,57830,67450,46620
Pennsylvania,Recreation Workers,detailed,35710,24940,29630,43740,55030,38120
Pennsylvania,Residential Advisors,detailed,40010,28580,35090,47700,58330,41630
Pennsylvania,"Personal Care and Service Workers, All Other",detailed,27590,22170,24130,39420,55360,34100
Pennsylvania,Sales and Related Occupations,major,36650,25510,29080,59230,95110,51010
Pennsylvania,First-Line Supervisors of Retail Sales Workers,detailed,46690,30830,37500,60070,73880,50300
Pennsylvania,First-Line Supervisors of Non-Retail Sales Workers,detailed,82870,53050,64500,102560,136510,91850
Pennsylvania,Cashiers,detailed,29220,22270,26340,34010,36280,29880
Pennsylvania,Gambling Change Persons and Booth Cashiers,detailed,34800,22960,31030,44280,49680,37130
Pennsylvania,Counter and Rental Clerks,detailed,42910,26520,33470,50590,61760,44010
Pennsylvania,Parts Salespersons,detailed,38520,28240,30790,48640,60520,42280
Pennsylvania,Retail Salespersons,detailed,31200,23770,27820,36700,46130,34530
Pennsylvania,Advertising Sales Agents,detailed,58350,35770,44170,80340,115950,67570
Pennsylvania,Insurance Sales Agents,detailed,73370,39770,48870,100350,163970,88590
Pennsylvania,"Securities, Commodities, and Financial Services Sales Agents",detailed,71840,47720,53050,103900,166280,91740
Pennsylvania,Travel Agents,detailed,47720,27450,40520,61620,78190,53630
Pennsylvania,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,64480,37270,47570,97370,133980,78350
Pennsylvania,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,103790,47240,69080,158390,205950,118060
Pennsylvania,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,66130,38980,49540,97930,132420,80220
Pennsylvania,Demonstrators and Product Promoters,detailed,36910,25800,30250,45480,60590,39700
Pennsylvania,Real Estate Brokers,detailed,*,*,*,*,*,*
Pennsylvania,Real Estate Sales Agents,detailed,56040,31500,46500,78840,95760,65330
Pennsylvania,Sales Engineers,detailed,98500,62960,79520,118710,140820,101350
Pennsylvania,Telemarketers,detailed,28430,20800,25230,32240,38140,30360
Pennsylvania,"Sales and Related Workers, All Other",detailed,42450,26870,29890,52940,78750,46720
Pennsylvania,Office and Administrative Support Occupations,major,46720,32080,38190,58390,72650,49740
Pennsylvania,First-Line Supervisors of Office and Administrative Support Workers,detailed,65270,45000,54150,80520,97560,69690
Pennsylvania,"Switchboard Operators, Including Answering Service",detailed,36890,22270,28890,41760,46590,35820
Pennsylvania,Bill and Account Collectors,detailed,46660,35520,39440,56150,64720,49020
Pennsylvania,Billing and Posting Clerks,detailed,46890,36750,40970,56290,63400,48910
Pennsylvania,"Bookkeeping, Accounting, and Auditing Clerks",detailed,48440,34960,41840,58910,69570,50860
Pennsylvania,Gambling Cage Workers,detailed,38980,32220,36890,44510,46520,39900
Pennsylvania,Payroll and Timekeeping Clerks,detailed,55690,39630,46540,64590,76980,56880
Pennsylvania,Procurement Clerks,detailed,53800,41400,46570,61780,71550,54880
Pennsylvania,Tellers,detailed,40200,34750,36770,45810,49160,41800
Pennsylvania,"Financial Clerks, All Other",detailed,51650,30550,44130,58540,64500,51370
Pennsylvania,Brokerage Clerks,detailed,60390,49770,57500,77010,98610,67760
Pennsylvania,Correspondence Clerks,detailed,40270,35630,36920,48100,58610,43410
Pennsylvania,"Court, Municipal, and License Clerks",detailed,44830,35440,38200,55760,67490,49180
Pennsylvania,"Credit Authorizers, Checkers, and Clerks",detailed,51090,38650,46190,59900,71850,54060
Pennsylvania,Customer Service Representatives,detailed,44630,31430,36760,51750,63370,46260
Pennsylvania,"Eligibility Interviewers, Government Programs",detailed,59070,47240,54060,66730,75320,60020
Pennsylvania,File Clerks,detailed,42920,32270,38370,49750,60180,45770
Pennsylvania,"Hotel, Motel, and Resort Desk Clerks",detailed,31330,23970,28700,35550,37400,32140
Pennsylvania,"Interviewers, Except Eligibility and Loan",detailed,44070,30520,37390,49730,65580,45420
Pennsylvania,"Library Assistants, Clerical",detailed,30690,22110,26350,39960,45930,33610
Pennsylvania,Loan Interviewers and Clerks,detailed,47350,36250,40410,55810,63250,48490
Pennsylvania,New Accounts Clerks,detailed,47330,38780,43910,50630,58700,47480
Pennsylvania,Order Clerks,detailed,46840,36030,40690,51410,58910,47390
Pennsylvania,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,48800,37780,43710,57530,63810,50180
Pennsylvania,Receptionists and Information Clerks,detailed,36810,24820,30700,42930,48310,36980
Pennsylvania,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,44380,31990,36410,75190,81540,51020
Pennsylvania,"Information and Record Clerks, All Other",detailed,51130,34960,43890,59720,66730,51530
Pennsylvania,Cargo and Freight Agents,detailed,49590,36900,40470,69480,81970,56330
Pennsylvania,Couriers and Messengers,detailed,39700,30520,35870,46110,48950,40680
Pennsylvania,Public Safety Telecommunicators,detailed,49890,39350,45090,60320,64370,52070
Pennsylvania,"Dispatchers, Except Police, Fire, and Ambulance",detailed,49960,36090,42840,61260,76180,53490
Pennsylvania,"Meter Readers, Utilities",detailed,78450,39310,47740,83350,99940,71010
Pennsylvania,Postal Service Clerks,detailed,61050,42600,56390,69700,75030,60890
Pennsylvania,Postal Service Mail Carriers,detailed,59880,42390,51110,80600,81040,62460
Pennsylvania,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,57430,45530,50460,71930,75280,59390
Pennsylvania,"Production, Planning, and Expediting Clerks",detailed,59240,38920,47430,71870,84180,60680
Pennsylvania,"Shipping, Receiving, and Inventory Clerks",detailed,45780,34640,38590,52440,61420,46980
Pennsylvania,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,49480,37300,44380,60710,62930,51470
Pennsylvania,Executive Secretaries and Executive Administrative Assistants,detailed,75270,48920,59890,85970,102690,75110
Pennsylvania,Legal Secretaries and Administrative Assistants,detailed,51430,35900,45730,60320,77420,53390
Pennsylvania,Medical Secretaries and Administrative Assistants,detailed,44930,36280,39520,49030,58170,45580
Pennsylvania,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,46270,32040,37980,53090,61800,46570
Pennsylvania,Data Entry Keyers,detailed,38810,29740,34080,44970,51710,40480
Pennsylvania,Word Processors and Typists,detailed,41000,30400,37150,49440,60060,43840
Pennsylvania,Desktop Publishers,detailed,*,*,*,*,*,*
Pennsylvania,Insurance Claims and Policy Processing Clerks,detailed,49420,37920,44690,60320,71200,53190
Pennsylvania,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,37980,29050,34020,45450,50540,39450
Pennsylvania,"Office Clerks, General",detailed,44950,29640,36910,52690,62480,45550
Pennsylvania,"Office Machine Operators, Except Computer",detailed,36720,27790,30420,43680,48420,37270
Pennsylvania,Proofreaders and Copy Markers,detailed,47510,38000,44280,66150,82340,55170
Pennsylvania,Statistical Assistants,detailed,48740,40070,42310,54060,61710,49180
Pennsylvania,"Office and Administrative Support Workers, All Other",detailed,48170,29640,37640,62880,71970,50840
Pennsylvania,"Farming, Fishing, and Forestry Occupations",major,38930,27920,34940,48600,59400,42490
Pennsylvania,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,58570,41670,52730,73110,87860,61780
Pennsylvania,Agricultural Inspectors,detailed,55650,45620,48660,69910,80480,59560
Pennsylvania,"Graders and Sorters, Agricultural Products",detailed,38430,35760,35760,39450,44590,39240
Pennsylvania,Agricultural Equipment Operators,detailed,47100,33780,37320,56220,60590,46900
Pennsylvania,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,37010,24960,32230,44300,51680,38330
Pennsylvania,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,35360,21700,28700,43050,47900,35620
Pennsylvania,"Agricultural Workers, All Other",detailed,33570,32190,32700,35160,36500,34810
Pennsylvania,Forest and Conservation Workers,detailed,50250,43740,46780,56370,62290,51830
Pennsylvania,Fallers,detailed,*,*,*,*,*,*
Pennsylvania,Logging Equipment Operators,detailed,46880,31050,37960,57500,60500,47000
Pennsylvania,Log Graders and Scalers,detailed,44550,36880,38100,52620,60760,46400
Pennsylvania,Construction and Extraction Occupations,major,60520,40630,48190,77250,100880,66410
Pennsylvania,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,81540,58430,66940,102810,133140,89590
Pennsylvania,Boilermakers,detailed,86850,60380,73720,97070,104360,86110
Pennsylvania,Brickmasons and Blockmasons,detailed,69560,49690,59440,86920,102760,74050
Pennsylvania,Stonemasons,detailed,59060,39570,44240,89640,92320,62840
Pennsylvania,Carpenters,detailed,59370,42970,47850,74700,92110,63220
Pennsylvania,Carpet Installers,detailed,46030,36390,39300,59610,66820,48320
Pennsylvania,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,60050,42660,48880,82510,89960,64910
Pennsylvania,Floor Sanders and Finishers,detailed,45450,36980,39720,61190,79370,51750
Pennsylvania,Tile and Stone Setters,detailed,70230,44300,50250,78670,96980,67560
Pennsylvania,Cement Masons and Concrete Finishers,detailed,61610,44090,50050,69050,78100,62030
Pennsylvania,Construction Laborers,detailed,49400,37480,45110,61810,74670,54330
Pennsylvania,"Paving, Surfacing, and Tamping Equipment Operators",detailed,56010,44320,48720,63600,75400,56370
Pennsylvania,Pile Driver Operators,detailed,93550,80380,89970,101340,102030,92480
Pennsylvania,Operating Engineers and Other Construction Equipment Operators,detailed,60530,46780,50790,77780,94930,65920
Pennsylvania,Drywall and Ceiling Tile Installers,detailed,61160,39410,48430,70740,77980,61980
Pennsylvania,Tapers,detailed,82240,37650,46360,96450,105190,76290
Pennsylvania,Electricians,detailed,67600,45600,55140,95500,122620,75770
Pennsylvania,Glaziers,detailed,58810,38680,46790,71070,94270,61470
Pennsylvania,"Insulation Workers, Floor, Ceiling, and Wall",detailed,50600,38330,44510,61350,73580,54660
Pennsylvania,"Insulation Workers, Mechanical",detailed,80770,49000,55580,88050,101850,76330
Pennsylvania,"Painters, Construction and Maintenance",detailed,52120,37250,47600,61000,72230,54230
Pennsylvania,Paperhangers,detailed,61800,46030,49570,63590,63590,57550
Pennsylvania,Pipelayers,detailed,41600,41600,41600,61230,75330,52570
Pennsylvania,"Plumbers, Pipefitters, and Steamfitters",detailed,68080,46770,57880,91820,134110,77050
Pennsylvania,Plasterers and Stucco Masons,detailed,70030,55570,62600,78200,90160,69850
Pennsylvania,Reinforcing Iron and Rebar Workers,detailed,74670,59630,64000,87790,96070,75420
Pennsylvania,Roofers,detailed,55710,40480,47320,62370,76700,56470
Pennsylvania,Sheet Metal Workers,detailed,61400,45660,50650,87610,126430,72910
Pennsylvania,Structural Iron and Steel Workers,detailed,82970,51550,66390,103920,110680,83980
Pennsylvania,Solar Photovoltaic Installers,detailed,47760,40940,45630,52940,61250,50680
Pennsylvania,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,58930,53160,55900,61380,64190,58050
Pennsylvania,Helpers--Carpenters,detailed,43880,31200,36980,47940,56580,43180
Pennsylvania,Helpers--Electricians,detailed,38880,26240,28230,45880,49770,39000
Pennsylvania,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,42150,36240,37590,44620,51370,43310
Pennsylvania,Helpers--Roofers,detailed,41320,39350,41320,42600,44560,41930
Pennsylvania,"Helpers, Construction Trades, All Other",detailed,37210,30250,33030,43170,62370,41640
Pennsylvania,Construction and Building Inspectors,detailed,65870,48610,57860,78830,93790,69540
Pennsylvania,Elevator and Escalator Installers and Repairers,detailed,117250,63280,77700,125750,132640,105230
Pennsylvania,Fence Erectors,detailed,58600,40120,47050,72670,77610,58360
Pennsylvania,Hazardous Materials Removal Workers,detailed,47860,37570,44520,59520,72800,53140
Pennsylvania,Highway Maintenance Workers,detailed,47690,36830,40410,59040,66050,50060
Pennsylvania,Rail-Track Laying and Maintenance Equipment Operators,detailed,59800,47500,56700,81630,81820,65580
Pennsylvania,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,52070,38320,46400,62140,74030,55730
Pennsylvania,Miscellaneous Construction and Related Workers,detailed,54950,41840,46470,71140,84370,59600
Pennsylvania,"Derrick Operators, Oil and Gas",detailed,59720,56330,58340,59720,59720,59480
Pennsylvania,"Rotary Drill Operators, Oil and Gas",detailed,61780,60770,61530,74900,86780,68660
Pennsylvania,"Service Unit Operators, Oil and Gas",detailed,54780,39310,46480,62100,73600,55050
Pennsylvania,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,52350,45800,49000,58070,60220,53930
Pennsylvania,"Earth Drillers, Except Oil and Gas",detailed,57400,46180,51390,63920,75680,60520
Pennsylvania,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,84400,58070,68760,97910,102730,83060
Pennsylvania,Continuous Mining Machine Operators,detailed,60780,49360,58230,62430,63200,58730
Pennsylvania,"Loading and Moving Machine Operators, Underground Mining",detailed,75240,67100,74680,78180,78190,74470
Pennsylvania,"Underground Mining Machine Operators, All Other",detailed,54480,48190,48520,70130,70190,59140
Pennsylvania,"Rock Splitters, Quarry",detailed,48580,44140,46880,54560,64840,51590
Pennsylvania,"Roustabouts, Oil and Gas",detailed,47520,37980,45880,55830,62950,50970
Pennsylvania,Helpers--Extraction Workers,detailed,48290,36570,43990,49860,59380,48260
Pennsylvania,"Extraction Workers, All Other",detailed,79520,48540,65640,82150,82160,72830
Pennsylvania,"Installation, Maintenance, and Repair Occupations",major,59510,37370,46600,74250,91140,61750
Pennsylvania,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,79400,50900,63280,98080,120850,82790
Pennsylvania,"Computer, Automated Teller, and Office Machine Repairers",detailed,47920,35040,38370,58790,69070,49870
Pennsylvania,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,103010,49780,62440,105240,108780,89020
Pennsylvania,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,64960,41510,47650,78260,97800,68520
Pennsylvania,Avionics Technicians,detailed,117470,76420,85490,117470,123770,104200
Pennsylvania,"Electric Motor, Power Tool, and Related Repairers",detailed,56210,44450,44450,86980,86980,62910
Pennsylvania,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,84750,72350,81480,91350,91790,85740
Pennsylvania,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,65960,41830,53260,75710,89980,67450
Pennsylvania,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,101660,62450,79640,108740,118440,94840
Pennsylvania,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,26640,23650,24610,45150,51380,34110
Pennsylvania,Audiovisual Equipment Installers and Repairers,detailed,51010,34740,39140,75100,95020,59940
Pennsylvania,Security and Fire Alarm Systems Installers,detailed,59500,38290,47600,72490,80260,59580
Pennsylvania,Aircraft Mechanics and Service Technicians,detailed,78000,48560,64890,101260,136510,86080
Pennsylvania,Automotive Body and Related Repairers,detailed,53660,34840,45530,63610,78310,56360
Pennsylvania,Automotive Glass Installers and Repairers,detailed,48350,36500,45870,60240,61690,51460
Pennsylvania,Automotive Service Technicians and Mechanics,detailed,49800,35600,40010,62780,77630,54340
Pennsylvania,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,61740,45910,51060,73000,80440,62680
Pennsylvania,Farm Equipment Mechanics and Service Technicians,detailed,51310,35250,46340,59990,64500,51900
Pennsylvania,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,63870,48000,57270,75150,81820,65610
Pennsylvania,Rail Car Repairers,detailed,62350,49640,57300,78940,79050,65670
Pennsylvania,Motorboat Mechanics and Service Technicians,detailed,51520,38370,47390,63320,78960,57230
Pennsylvania,Motorcycle Mechanics,detailed,50050,37010,46960,62540,75150,54970
Pennsylvania,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,46270,33990,39300,57460,71720,48770
Pennsylvania,Bicycle Repairers,detailed,39890,27030,37140,47390,48690,40390
Pennsylvania,Recreational Vehicle Service Technicians,detailed,48240,29990,35840,58140,62360,47030
Pennsylvania,Tire Repairers and Changers,detailed,37840,30000,35260,44490,49650,39680
Pennsylvania,Mechanical Door Repairers,detailed,54360,38950,43880,62460,69960,55350
Pennsylvania,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,78120,58760,72920,86290,105010,80810
Pennsylvania,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,62400,45970,50840,74620,89440,64880
Pennsylvania,Home Appliance Repairers,detailed,51990,38460,46770,60880,68140,55100
Pennsylvania,Industrial Machinery Mechanics,detailed,63840,47510,58570,75640,84620,66700
Pennsylvania,"Maintenance Workers, Machinery",detailed,61080,45740,54170,77140,98840,67930
Pennsylvania,Millwrights,detailed,64410,48740,58780,78720,101760,70990
Pennsylvania,Electrical Power-Line Installers and Repairers,detailed,106230,64550,92030,117940,122510,101970
Pennsylvania,Telecommunications Line Installers and Repairers,detailed,81020,46280,55630,97940,100200,77730
Pennsylvania,Medical Equipment Repairers,detailed,62890,45330,51020,82570,102750,68800
Pennsylvania,Musical Instrument Repairers and Tuners,detailed,47520,33530,38790,53750,67180,48820
Pennsylvania,Watch and Clock Repairers,detailed,59880,41040,51800,77480,84230,63350
Pennsylvania,"Precision Instrument and Equipment Repairers, All Other",detailed,33870,29950,31170,69550,75710,49220
Pennsylvania,"Maintenance and Repair Workers, General",detailed,49290,34960,41570,61780,75220,52760
Pennsylvania,Wind Turbine Service Technicians,detailed,60830,48030,59760,80500,87950,67400
Pennsylvania,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,46600,34340,41480,51430,62330,47800
Pennsylvania,Locksmiths and Safe Repairers,detailed,52160,35980,45900,71470,82380,57280
Pennsylvania,Manufactured Building and Mobile Home Installers,detailed,39920,36490,37440,47750,56160,43720
Pennsylvania,Riggers,detailed,60140,44980,48040,73660,79560,62960
Pennsylvania,Signal and Track Switch Repairers,detailed,*,*,*,*,*,*
Pennsylvania,"Helpers--Installation, Maintenance, and Repair Workers",detailed,41500,26940,34200,47280,55580,41280
Pennsylvania,"Installation, Maintenance, and Repair Workers, All Other",detailed,48180,31200,39970,62890,70360,51340
Pennsylvania,Production Occupations,major,47710,34490,38430,59850,74650,51330
Pennsylvania,First-Line Supervisors of Production and Operating Workers,detailed,74990,47640,59820,84950,102390,75250
Pennsylvania,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,81680,45000,62950,112300,112300,83400
Pennsylvania,"Coil Winders, Tapers, and Finishers",detailed,50380,38460,48320,52720,60610,51170
Pennsylvania,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,45600,35770,38310,49760,57260,45430
Pennsylvania,Engine and Other Machine Assemblers,detailed,52000,39120,45910,59300,64090,52030
Pennsylvania,Structural Metal Fabricators and Fitters,detailed,51640,41870,47670,58890,67860,54010
Pennsylvania,Fiberglass Laminators and Fabricators,detailed,54800,40380,43660,108970,108970,73960
Pennsylvania,Timing Device Assemblers and Adjusters,detailed,71770,56310,64790,78270,78280,69760
Pennsylvania,Miscellaneous Assemblers and Fabricators,detailed,44160,31530,36650,50400,61480,45130
Pennsylvania,Bakers,detailed,36360,25430,29530,43890,50470,37090
Pennsylvania,Butchers and Meat Cutters,detailed,38340,29000,34790,48480,58130,41780
Pennsylvania,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,36480,31800,36050,38150,43550,37020
Pennsylvania,Slaughterers and Meat Packers,detailed,37330,30130,35790,42050,45970,38570
Pennsylvania,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,49660,33500,45140,57120,61290,50450
Pennsylvania,Food Batchmakers,detailed,39920,31370,35720,48660,59310,42990
Pennsylvania,Food Cooking Machine Operators and Tenders,detailed,42710,34960,37160,47050,51520,42850
Pennsylvania,"Food Processing Workers, All Other",detailed,41620,34010,37580,47780,62650,44010
Pennsylvania,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,51150,39120,45660,60370,73080,54770
Pennsylvania,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,50280,42800,45260,63490,71490,54500
Pennsylvania,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,66970,48240,54330,69240,70310,62240
Pennsylvania,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,47860,35380,40710,58780,62590,49670
Pennsylvania,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,46370,36430,37630,63490,64380,49850
Pennsylvania,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,47650,36540,40090,53090,60040,47840
Pennsylvania,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,57020,43570,47180,66500,66500,56350
Pennsylvania,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,47690,40220,45860,58460,64950,51800
Pennsylvania,Machinists,detailed,57810,39620,47410,63700,77090,57080
Pennsylvania,Metal-Refining Furnace Operators and Tenders,detailed,55910,39410,48740,61950,70010,56610
Pennsylvania,"Pourers and Casters, Metal",detailed,47220,37590,42700,49780,54230,46480
Pennsylvania,"Model Makers, Metal and Plastic",detailed,52990,37670,52970,59670,112030,63870
Pennsylvania,"Patternmakers, Metal and Plastic",detailed,54150,45220,48400,61290,75330,58390
Pennsylvania,Foundry Mold and Coremakers,detailed,44750,38280,41870,48610,57900,46920
Pennsylvania,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,46760,33810,37410,54470,61370,46760
Pennsylvania,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,48070,34880,42740,57190,60740,48770
Pennsylvania,Tool and Die Makers,detailed,61160,46010,49610,71810,78090,61690
Pennsylvania,"Welders, Cutters, Solderers, and Brazers",detailed,52900,40510,47240,61920,74870,56300
Pennsylvania,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,47530,37940,42200,54700,63100,49450
Pennsylvania,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,48800,37770,40260,58300,63890,50090
Pennsylvania,"Layout Workers, Metal and Plastic",detailed,59350,48460,51570,63750,76730,59680
Pennsylvania,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,45590,36150,37600,55890,60490,47190
Pennsylvania,"Tool Grinders, Filers, and Sharpeners",detailed,39550,29670,31900,49480,62060,42920
Pennsylvania,"Metal Workers and Plastic Workers, All Other",detailed,45350,36080,38740,52880,61620,47040
Pennsylvania,Prepress Technicians and Workers,detailed,49100,36080,43140,57550,61190,50060
Pennsylvania,Printing Press Operators,detailed,47010,34850,38080,56350,63690,47940
Pennsylvania,Print Binding and Finishing Workers,detailed,43010,35750,37320,48940,55730,44050
Pennsylvania,Laundry and Dry-Cleaning Workers,detailed,34060,26970,29360,36570,41880,33770
Pennsylvania,"Pressers, Textile, Garment, and Related Materials",detailed,29880,27220,28780,34790,37390,31660
Pennsylvania,Sewing Machine Operators,detailed,35640,28340,30850,39640,45510,36180
Pennsylvania,Shoe and Leather Workers and Repairers,detailed,34870,28210,29520,39210,53900,38130
Pennsylvania,"Sewers, Hand",detailed,35560,31130,33830,35560,35560,34820
Pennsylvania,"Tailors, Dressmakers, and Custom Sewers",detailed,48310,26840,36760,56770,57310,45230
Pennsylvania,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,38420,30460,34900,45680,58120,41190
Pennsylvania,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,36690,29640,36510,40470,46410,38940
Pennsylvania,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,45580,35710,38500,52180,62870,46540
Pennsylvania,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,38830,27750,31670,42870,46970,38050
Pennsylvania,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,55960,33160,36440,66610,76610,53540
Pennsylvania,Fabric and Apparel Patternmakers,detailed,65900,30060,52570,83200,85940,65230
Pennsylvania,Upholsterers,detailed,42860,31520,35040,48360,60050,43370
Pennsylvania,"Textile, Apparel, and Furnishings Workers, All Other",detailed,39470,29160,33170,45740,61980,41430
Pennsylvania,Cabinetmakers and Bench Carpenters,detailed,47610,37540,40890,59240,63610,50270
Pennsylvania,Furniture Finishers,detailed,47450,35930,40590,55310,63680,48300
Pennsylvania,"Patternmakers, Wood",detailed,55020,49220,50120,55920,81100,57760
Pennsylvania,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,40590,31210,36930,47770,57520,43020
Pennsylvania,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,44980,36060,38270,49770,60960,45550
Pennsylvania,"Woodworkers, All Other",detailed,61880,36180,57320,66100,67910,59170
Pennsylvania,Power Distributors and Dispatchers,detailed,98930,71080,79190,102710,119450,94180
Pennsylvania,Power Plant Operators,detailed,95800,64010,81390,112240,128180,96280
Pennsylvania,Stationary Engineers and Boiler Operators,detailed,72900,48140,62490,79670,89000,70990
Pennsylvania,Water and Wastewater Treatment Plant and System Operators,detailed,63310,45670,54540,74300,80480,64020
Pennsylvania,Chemical Plant and System Operators,detailed,70110,54770,64260,80940,90420,72840
Pennsylvania,Gas Plant Operators,detailed,80810,62060,76550,95720,102060,84020
Pennsylvania,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,83870,61670,70310,98700,105580,84720
Pennsylvania,"Plant and System Operators, All Other",detailed,50840,42350,48640,67170,79350,59280
Pennsylvania,Chemical Equipment Operators and Tenders,detailed,56630,38710,45780,69790,81840,58170
Pennsylvania,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,48390,32130,38650,58230,70590,50210
Pennsylvania,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,52560,42930,47460,60370,66080,53660
Pennsylvania,"Grinding and Polishing Workers, Hand",detailed,40510,31680,37550,46290,54000,42500
Pennsylvania,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,50550,38270,45570,60690,71570,53400
Pennsylvania,"Cutters and Trimmers, Hand",detailed,35560,26280,28820,38260,44160,34810
Pennsylvania,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,46850,36530,39950,55450,60540,47770
Pennsylvania,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,53580,40020,46170,70920,78670,57820
